sira,score,tipadi,daire,esasno,esasyil,kararno,karartarihi,kaynak_arama,sinyaller,konu,metin_ozet
1821,12.8,Yargıtay,3,2990,2024,3053,2025-05-27,gebe+illiyet,gebe×19 | travma×1 | illiyet×6,TAZMİNAT DAVASI - HEKİM HATASINDAN KAYNAKLI VEKİLİN ÖZEN SORUMLULUĞUNA DAYALI MADDİ VE MANEVİ TAZMİNAT İSTEMİ - BİLİRKİŞİ RAPORLARININ YARGITAY TARAF VE MAHKEME DENETİMİNE AÇIK DENETLENEBİLİR OLDUĞU -,"(6100 S. K. m. 370) &nbsp; Bölge Adliye Mahkemesi kararı davacılar vekili tarafından temyiz edilmekle; kesinlik, süre, temyiz şartı ve diğer usul eksiklikleri yönünden yapılan ön inceleme sonucunda, temyiz dilekçesinin kabulüne karar verildikten ve Tetkik Hâkimi tarafından hazırlanan rapor dinlendik"
1822,12.8,Yargıtay,2,5571,2023,2063,2024-03-25,hamile+düşük,gebe×2 | travma×3 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Gaziantep Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2022/1482 E., 2023/514 K. DAVA TARİHİ: 16.12.2020 KARAR: İstinaf başvurusunun esastan reddi İLK DERECE MAHKEMESİ: Şanlıurfa 4. Aile Mahkemesi SAYISI: 2019/10 E., 2021/530 K. Taraflar arasındaki davacı kadın tarafından açılan boşanm"
1823,12.8,Yargıtay,3,4084,2010,9572,2012-03-13,hamile+düşük,gebe×2 | travma×3 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ :Asliye Ceza Mahkemesi HÜKÜM: Sanıkların mahkumiyetlerine dair Mahalli mahkemece verilen hüküm temyiz edilmekle evrak okunarak; Gereği görüşülüp düşünüldü; Yerinde görülmeyen sair itirazların reddine.Ancak; 1)Katılan ...’nun darp sonucu düşük yaptığını beyan ettiği, darp sonrası düzenlenen"
1824,12.8,Yargıtay,12,779,2016,9098,2016-05-30,hamile+düşük,gebe×2 | travma×3 | cenin/düşük,YARGITAY KARARI,Mahkemesi :Sulh Ceza Hâkimliği Taksirle yaralama suçundan şüpheliler ... ve ...'ın haklarında yapılan soruşturma sonucunda ... Cumhuriyet Başsavcılığı'nca 29.08.2014 tarih 2014/11267sayılı kovuşturmaya yer olmadığına dair karara karşı yapılan itirazın reddine ilişkin ... 2. Sulh Ceza Hakimliği'nin 1
1825,12.8,Danıştay,2,4355,2023,2700,2025-05-26,gebe+travma,gebe×2 | travma×3 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y İKİNCİ DAİRE Esas No : 2023/4355 Karar No : 2025/2700 TEMYİZ EDEN (DAVALI): ... Genel Müdürlüğü VEKİLİ: Av. ... KARŞI TARAF (DAVACI): ... VEKİLİ: Av. ... İSTEMİNKONUSU: ... Bölge İdare Mahkemesi ... İdari Dava Dairesince verilen ... günlü, E:..., K:... sayılı kararın, dilekçede "
1826,12.8,Danıştay,15,4361,2013,890,2015-02-18,gebe+illiyet,gebe×48 | travma×3 | illiyet×5,TAZMİNAT DAVASI - ADLİ TIP KURUMUNUN ADLİ TIP İLE İLGİLİ KONULARDA BİLİMSEL VE TEKNİK GÖRÜŞLERİNİ BİLDİRMEKLE YÜKÜMLÜ OLDUĞU - OLAYDA DAVALI İDARENİN HİZMET KUSURU BULUNUP BULUNMADIĞININ YENİDEN BELİR,"(2709 S. K. m. 125) (2569 S. K. m. 1) (2577 S. K. m. 49, 54) &nbsp; İstemin Özeti: Gaziantep 2. İdare Mahkemesi&#39;nin 08/06/2011 tarih ve K:2011/673 sayılı kararının, hukuka uygun olmadığı ileri sürülerek temyizen incelenerek bozulması istenilmektedir. &nbsp; Savunmanın Özeti: Savunma verilmemişti"
1827,12.8,Sayıştay,STK,,,44036,2018-01-31,hamile+düşük,gebe×2 | travma×3 | cenin/düşük,TAZMİN HÜKMÜNÜN KALDIRILMASI İSTEMİ - ÜCRETLER HUSUSUNDA KIDEME GÖRE BELİRLEME YAPILDIĞI - İŞVERENİN İŞÇİYE EŞİT DAVRANMA YÜKÜMLÜLÜĞÜNDEN HER İŞÇİNİN HER YÖNDEN AYNI KURALLARA BAĞLI OLACAĞI ANLAMINA G,"(2709 S. K. m. 10) (4857 S. K. m. 5, 9, 22) (2822 S. K. m. 2, 5, 12) (6356 S. K. m. 2, 41) (9. HD. 18.03.2008 T. 2007/26230 E. 2008/5312 K.) &nbsp; Konu: İl Özel İdaresi Genel Sekreter Yardımcısının ek ödeme, özel hizmet tazminatı, makam tazminatı ile görev tazminatının hatalı hesaplanması. &nbsp; 1"
1828,12.8,Yargıtay,2,6188,2023,4506,2024-06-11,hamile+düşük,gebe×2 | travma×3 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Konya Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2021/2304 E., 2023/966 K. KARAR: Başvurunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: Konya 7. Aile Mahkemesi SAYISI: 2020/41 E., 2021/1096 K. Taraflar arasındaki boşanma davasından dolayı yapılan yargıl"
1829,12.8,Yargıtay,2,10269,2022,968,2023-03-09,hamile+düşük,gebe×2 | travma×1 | illiyet×1 | cenin/düşük,YARGITAY KARARI,İNCELENEN KARARIN MAHKEMESİ: ... Bölge Adliye Mahkemesi 2. Hukuk Dairesi Taraflar arasındaki boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince kadın tarafından açılan davanın kabulü ile tarafların boşanmalarına ve fer'îlerine karar verilmiştir. Kararın taraflarca istinaf ed
1830,12.8,Sayıştay,STK,,,44037,2018-01-31,hamile+düşük,gebe×2 | travma×3 | cenin/düşük,İL ÖZEL İDARESİ GENEL SEKRETER YARDIMCISININ EK ÖDEME ÖZEL HİZMET TAZMİNATI MAKAM TAZMİNATI İLE GÖREV TAZMİNATININ HATALI HESAPLANMASI - SAYIŞTAY İLAMLARINA İDARİ VE GENEL MAHKEMELERCE VERİLEN KARARLA,"(4857 S. K. m. 5, 9, 22) &nbsp; Konu: İl Özel İdaresi Genel Sekreter Yardımcısının ek ödeme, özel hizmet tazminatı, makam tazminatı ile görev tazminatının hatalı hesaplanması. &nbsp; 1) 237 sayılı İlamın 1&rsquo;inci maddesinde, İl Özel İdaresi Genel Sekreter Yardımcısı &hellip;.&rsquo; ya ödenen ek"
1831,12.8,Yargıtay,3,5209,2022,1559,2023-05-23,gebe+illiyet,gebe×19 | travma×1 | illiyet×6,YARGITAY KARARI,"İNCELENEN KARARIN MAHKEMESİ: Kayseri Bölge Adliye Mahkemesi 6. Hukuk Dairesi SAYISI: 2022/810 E., 2022/850 K. DAVA TARİHİ: 09.01.2017 KARAR: Davanın reddi İLK DERECE MAHKEMESİ: Kayseri 1. Tüketici Mahkemesi SAYISI: 2017/35 E., 2022/70 K. Taraflar arasındaki maddi ve manevi tazminat davasından dolayı"
1832,12.8,Yargıtay,2,4887,2023,1723,2024-03-13,hamile+düşük,gebe×2 | travma×1 | illiyet×1 | cenin/düşük,BOŞANMA DAVASI - TEMELİNDEN SARSILMA DURUMUNU KABULE ELVERİŞLİ OLMAYAN BEYANLAR OLUP SEBEP VE SAİKİ AÇIKLANMAYAN BİZZAT GÖRGÜYE DAYALI OLMAYIP DUYUMA DAYALI BEYANLAR OLDUĞU - HÜKMÜN BOZULMASI,"(6100 S. K. m. 190, 353, 369, 370, 371) (4721 S. K. m. 4, 6, 166, 169, 174, 182, 327, 328, 330) (6098 S. K. m. 50, 51) &nbsp; Taraflar arasındaki karşılıklı boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince asıl boşanma davasının kabulüne, karşı boşanma davasının reddine, e"
1833,12.8,Yargıtay,12,1409,2018,5929,2018-05-24,hamile+düşük,gebe×2 | travma×3 | cenin/düşük,YARGITAY KARARI,"Mahkemesi:Sulh Ceza Hâkimliği Karar Tarihi: 12/09/2017 Taksirle bir kişinin yaralanmasına neden olma suçundan şüpheliler ... ve ... haklarında yapılan soruşturma evresi sonucunda Denizli Cumhuriyet Başsavcılığınca verilen 20/06/2017 tarihli ve 2017/1927 soruşturma, 2017/12076 sayılı kovuşturmaya yer"
1834,12.8,Yargıtay,11,2190,2024,2314,2025-04-10,hamile+düşük,gebe×2 | travma×3 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: İstanbul Bölge Adliye Mahkemesi 14. Hukuk Dairesi Bölge Adliye Mahkemesi kararı Yargıtayca duruşma istemli olarak davacılar vekili tarafından temyiz edilmekle; temyiz şartı ve diğer usul eksiklikleri yönünden yapılan ön inceleme sonucunda, temyiz dilekçesinin kabulüne karar verildi. Duruş"
1835,12.7,Danıştay,10,7937,2022,7363,2024-12-27,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/7937 KararNo : 2024/7363 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve 31975 s"
1836,12.7,A.İ.H.M.,2,4447,2005,,2013-10-01,gebe+travma,gebe×1 | travma×7 | TCK 87/88,AKSİN VE DİĞERLERİ - TÜRKİYE DAVASI,"(AİHS. m. 1, 3, 4, 6, 13, 29, 34, 35, 44) (BATI VE DİĞERLERİ - TÜRKİYE DAVASI) (YOLDAŞ VD. - TÜRKİYE DAVASI) (MECAİL ÖZEL - TÜRKİYE DAVASI) (HÜSNİYE TEKİN - TÜRKİYE DAVASI) (DAĞABAKAN VE YILDIRIM V. - TÜRKİYE DAVASI) (SALMAN - TÜRKİYE DAVASI) (SELMOUNI - FRANSA DAVASI) (AYŞE TEPE - TÜRKİYE DAVASI) ("
1837,12.7,Anayasa,GK,253,2014,,2015-01-09,gebe+illiyet,gebe×1 | travma×3 | illiyet×2 | TCK 87/88,ANAYASA MAHKEMESİNİN 9/1/2015 TARİHLİ VE 2014/253 SAYILI KARARI (BİREYSEL BAŞVURU),"(AİHS m. 6) (2709 S. K. m. 10, 19, 20, 36, 37, 38, 138, 139, 140, 141) (5271 S. K. m. 153, 308) (5237 S. K. m. 134, 135, 136, 202, 327, 334) (6216 S. K. m. 47, 48, 50, Geç. m. 1) (Anayasa Mahkemesi İçtüzüğü m. 28, 64) (ANY. MAH. 12.02.2013 T. 2012/832 E.) (ANY. MAH. 02.07.2013 T. 2012/726 E.) (ANY. "
1838,12.7,Danıştay,10,8274,2022,7014,2024-12-26,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/8274 KararNo : 2024/7014 DAVACI: ... Birliği Sendikası VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlı
1839,12.7,Danıştay,10,1245,2023,7517,2024-12-30,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2023/1245 KararNo : 2024/7517 DAVACI: ... Derneği VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşl
1840,12.7,Yargıtay,10,21998,2020,6135,2023-07-05,gebe+illiyet,gebe×1 | travma×1 | illiyet×3 | TCK 87/88,YARGITAY KARARI,"MAHKEMESİ:Asliye Ceza Mahkemesi SAYISI: 2016/47 E., 2016/182 K. SUÇ: Kullanmak için uyuşturucu madde bulundurma HÜKÜM: Mahkûmiyet TEBLİĞNAME GÖRÜŞÜ: Bozma Sanık hakkında kurulan hükmün; karar tarihi itibarıyla 6723 sayılı Kanun’un 33 üncü maddesiyle değişik 5320 sayılı Kanun’un 8 inci maddesi gereği"
1841,12.7,Danıştay,10,881,2023,7523,2024-12-30,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2023/881 KararNo : 2024/7523 DAVACI: ... Odası VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN KONUSU: 15/02/2008 tarih ve 26788 sayılı Resmî Gazete’de yayımlanan Ayakta Teşhis ve Tedavi Yapılan Özel Sağlık Kuruluşları
1842,12.7,Danıştay,10,7623,2022,7361,2024-12-27,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/7623 KararNo : 2024/7361 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av.... DAVANIN_KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve 31975 sa"
1843,12.7,Yargıtay,2,5567,2023,2071,2024-03-25,hamile+düşük,gebe×3 | travma×2 | cenin/düşük,BOŞANMA İSTEMİ - DAVA TARİHİNDEN SONRA İŞE GİRDİĞİ ANLAŞILAN DÜZENLİ VE YETERLİ GELİRİ BULUNAN KADIN EŞİN TEDBİR NAFAKASININ İSE GİRDİĞİ TARİH İTİBARİYLE KALDIRILMASI VE YOKSULLUK NAFAKASI TALEBİNİN R,"(6100 S. K. m. 326, 369, 370, 371) (4721 S. K. m. 4, 164, 166, 169, 174, 175) (6098 S. K. m. 50, 51) &nbsp; Taraflar arasındaki karşılıklı açılan boşanma davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davaların kabulüne, tarafların boşanmalarına ve ferilerine karar verilmiştir. "
1844,12.7,Yargıtay,9,2399,2021,4682,2023-07-04,gebe+travma,gebe×3 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:Ağır Ceza Mahkemesi SAYISI: 2013/636 E.. 2014/403 K. SUÇLAR: Reşit olmayanla cinsel ilişki, kişiyi hürriyetinden yoksun kılma HÜKÜMLER: Beraat, düşme TEBLİĞNAME GÖRÜŞÜ: Onama Sanıklar hakkında kurulan hükümlerin; karar tarihi itibarıyla 6723 sayılı Kanun’un 33 üncü maddesiyle değişik 5320 "
1845,12.7,Danıştay,10,8142,2022,7366,2024-12-27,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/8142 KararNo : 2024/7366 DAVACI:... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve 31975 sa"
1846,12.7,Danıştay,10,7970,2022,7365,2024-12-27,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/7970 KararNo : 2024/7365 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve 31975 s"
1847,12.7,Danıştay,10,7968,2022,7364,2024-12-27,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/7968 KararNo : 2024/7364 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve 31975 s"
1848,12.7,Danıştay,10,7624,2022,7362,2024-12-27,gebe+travma,gebe×1 | travma×5 | illiyet×1 | TCK 87/88,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2022/7624 KararNo : 2024/7362 DAVACI: ... VEKİLİ: Av. ... DAVALI: ... Bakanlığı / ANKARA VEKİLİ: Hukuk Müşaviri Av. ... DAVANIN_KONUSU: 27/03/2002 tarih ve 24708 sayılı Resmî Gazete’de yayımlanan Özel Hastaneler Yönetmeliği'nin, 06/10/2022 tarih ve 31975 s"
1849,12.7,Yargıtay,2,7433,2023,5239,2024-07-02,hamile+düşük,gebe×3 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Ankara Bölge Adliye Mahkemesi 1. Hukuk Dairesi SAYISI: 2022/1175 E., 2023/1296 K. KARAR: İstinaf başvurusunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: Ankara 9. Aile Mahkemesi SAYISI: 2018/1853 E., 2022/169 K. Taraflar arasındaki karşılıklı açılan boşanma "
1850,12.6,Yargıtay,2,5397,2023,5275,2024-07-03,hamile+düşük,gebe×4 | travma×1 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Samsun Bölge Adliye Mahkemesi 4. Hukuk Dairesi SAYISI: 2023/454 E., 2023/1074 K. KARAR: Başvurunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: Bafra Aile Mahkemesi SAYISI: 2021/412 E., 2022/791 K. Taraflar arasındaki karşılıklı boşanma davasından dolayı yapıl"
1851,12.6,Yargıtay,4,6722,2016,11936,2016-12-06,hamile+düşük,gebe×4 | travma×1 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:Asliye Hukuk Mahkemesi Davacı ... vekili Avukat ... tarafından, davalılar ... ve diğerleri aleyhine 05/11/2004 gününde verilen dilekçe ile maddi ve manevi tazminat istenmesi üzerine yapılan yargılama sonunda; Mahkemece davanın reddine dair verilen 22/10/2015 günlü kararın Yargıtay'ca duruş"
1852,12.6,Yargıtay,9,2570,2023,2887,2023-05-09,hamile+düşük,gebe×4 | travma×1 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:Ceza Dairesi SUÇ: Çocuğun nitelikli cinsel istismarı HÜKÜM: İstinaf başvurusunun esastan reddi kararı İlk Derece Mahkemesince verilen hükme yönelik istinaf incelemesi üzerine Bölge Adliye Mahkemesi tarafından verilen kararın; 5271 sayılı Ceza Muhakemesi Kanunu’nun (5271 sayılı Kanun) 286 n"
1853,12.6,Yargıtay,3,9203,2014,16238,2014-12-10,hamile+düşük,gebe×4 | travma×1 | cenin/düşük,YARGITAY KARARI,MAHKEMESİ: İZMİR 3. AİLE MAHKEMESİ TARİHİ: 12/09/2013 NUMARASI: 2012/912-2013/655 Taraflar arasında görülen iştirak nafakasının artırımı-yoksulluk nafakasının kaldırılması davasının yapılan muhakemesi sonunda mahalli mahkemece verilen hüküm davacı-karşı davalı vekili tarafından temyiz edilmiştir. Y 
1854,12.6,Yargıtay,CG,22,2018,34,2022-01-20,gebe+travma,gebe×6 | travma×24 | illiyet×3,YARGITAY KARARI,Yargıtay Dairesi: (Kapatılan) 14. Ceza Dairesi Çocuğun nitelikli cinsel istismarı suçundan suça sürüklenen çocuk ...'ın 5271 sayılı CMK'nın 223/2-e maddesi uyarınca beraatine ilişkin ... 2. Ağır Ceza Mahkemesince verilen 29.02.2012 tarihli ve 316-44 sayılı hükmün katılan mağdur vekili tarafından tem
1855,12.6,Danıştay,10,6607,2019,4426,2021-09-30,hamile+düşük,gebe×4 | travma×1 | cenin/düşük,DANIŞTAY KARARI,"T.C. D A N I Ş T A Y ONUNCU DAİRE Esas No : 2019/6607 Karar No : 2021/4426 TEMYİZ EDEN (DAVACI) : ... VEKİLİ : Av. … TEMYİZ EDEN (DAVALI) : … Bakanlığı VEKİLİ : Av. … TEMYİZ EDEN MÜDAHİL (DAVALI YANINDA) : ... VEKİLİ : Av. … İSTEMLERİN_KONUSU : Davacı tarafından, Kütahya ili Simav ilçesi ... Devlet "
1856,12.6,Yargıtay,9,1603,2023,7165,2023-05-16,hamile+düşük,gebe×4 | travma×1 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: ... Bölge Adliye Mahkemesi 51. Hukuk Dairesi Taraflar arasındaki alacak davasından dolayı yapılan yargılama sonunda İlk Derece Mahkemesince davanın kısmen kabulüne karar verilmiştir. Kararın davacı ve davalılar vekilleri tarafından istinaf edilmesi üzerine, Bölge Adliye Mahkemesince başvu"
1857,12.5,Yargıtay,HG,137,2018,243,2022-03-03,gebe+illiyet,gebe×1 | travma×8 | illiyet×6,YARGITAY KARARI,"MAHKEMESİ:Sulh Hukuk Mahkemesi 1. Taraflar arasındaki “tazminat” davasından dolayı yapılan yargılama sonunda, İstanbul Anadolu 16. Sulh Hukuk Mahkemesince verilen davanın kabulüne ilişkin karar davalı vekili tarafından temyiz edilmesi üzerine Yargıtay (Kapatılan) 6. Hukuk Dairesince yapılan inceleme"
1858,12.5,Yargıtay,CG,1-265,1999,268,1999-11-09,gebe+travma,gebe×1 | travma×39 | künt/batın,KASTEN ADAM ÖLDÜRME SUÇU - SUÇ VASFININ BELİRLENMESİ GEREĞİ - MAKTÜLÜN BAŞINA YUMRUKLA VURULMASI - BAŞ BÖLGESİNE TEKME İLE VURULMASI - SANIKLARIN SUÇU KASTEN İŞLEMİŞ OLMASI,"(765 S. K. m. 448, 33, 452, 463) Dava: Adam öldürme suçundan sanıklar İsmail Açıkalın ve Ali Duymuş'un TCY'nin 448, 463, 51/1 ve 59. maddeleri uyarınca 7 yıl 6'şar ay ağır hapis, Fatih Duymuş'un TCY'nin 448, 463, 51/1, 55/3 ve 59. maddeleri uyarınca 5 yıl ağır hapis cezasıyla cezalandırılmalarına, t"
1859,12.5,Yargıtay,1,164,2020,11082,2021-06-23,gebe+travma,gebe×1 | travma×2 | illiyet×4 | künt/batın,KASTEN ÖLDÜRMENİN İHMALİ DAVRANIŞLA İŞLENMESİ SUÇU - MEYDANA GELEN ZARARIN AĞIRLIĞI DİKKATE ALINARAK SANIKLARA MAKUL CEZALAR YERİNE ALT SINIRDAN HAPİS CEZALARINA HÜKMOLUNMASI - EKSİK CEZALAR TAYİNİ - ,"(5237 S. K. m. 62, 83) &nbsp; Mahalli mahkemece bozma üzerine verilen hükümler temyiz edilmekle dosya okunarak; &nbsp; Gereği görüşülüp düşünüldü; &nbsp; Toplanan deliller karar yerinde incelenip, sanıklar ..., ... ve ... hakkında maktul ...&rsquo;e yönelik kasten öldürmenin ihmali davranışla işlenm"
1860,12.5,Yargıtay,HG,2740,2017,1496,2021-11-25,gebe+illiyet,gebe×3 | travma×1 | illiyet×2 | TCK 87/88,YARGITAY KARARI,"MAHKEMESİ:Ticaret Mahkemesi 1. Taraflar arasındaki “menfi tespit” davasından dolayı yapılan yargılama sonunda, Mersin 1. Asliye Ticaret Mahkemesince verilen davanın kabulüne ilişkin karar davalı vekili tarafından temyiz edilmesi üzerine Yargıtay (Kapatılan) 19. Hukuk Dairesince yapılan inceleme sonu"
1861,12.5,Yargıtay,CG,523,2023,61,2024-02-14,gebe+travma,gebe×1 | travma×46 | künt/batın,YARGITAY KARARI,"İTİRAZ İtirazname No: 2022/55450 KARARI VEREN YARGITAY DAİRESİ : 1. Ceza Dairesi MAHKEMESİ :Ceza Dairesi SAYISI: 2655-458 I. HUKUKİ SÜREÇ Sanığın tasarlayarak altsoyu kasten öldürme suçuna yardımdan 5237 sayılı Türk Ceza Kanunu’nun 82/1-a-d, 39/1, 29, 62, 53 ve 63. maddeleri uyarınca 6 yıl 3 ay hapi"
1862,12.3,Yargıtay,4,1029,2023,15767,2023-03-07,hamile+düşük,gebe×1 | travma×3 | cenin/düşük,HAKARET SUÇU - GÜNCEL NÜFUS KAYIT ÖRNEĞİNE GÖRE HÜKÜM TARİHİNDEN SONRA VEFAT ETTİĞİ - SANIKLAR HAKKINDAKİ KAMU DAVALARININ ZAMANAŞIMI NEDENİYLE DÜŞMESİ,"(5271 S. K. m. 223, 243, 260) (1412 S. K. m. 305, 310, 317) (5237 S. K. m. 66, 67, 125, 129) &nbsp; Dava ve Karar: Ulusal Yargı Ağı Bilişim Sistemi&#39;nden alınan güncel nüfus kaydına göre, temyiz talebinde bulunan katılan ...&#39;nın hüküm tarihinden sonra 29.11.2020 tarihinde öldüğü, 5271 sayılı "
1863,12.3,Yargıtay,7,2672,2022,4237,2023-09-28,hamile+düşük,gebe×1 | travma×3 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Antalya Bölge Adliye Mahkemesi 1. Hukuk Dairesi SAYISI: 2021/2161 E., 2022/147 K. KARAR: Esastan ret İLK DERECE MAHKEMESİ: Isparta 1. Asliye Hukuk Mahkemesi SAYISI: 2017/425 E., 2020/281 K. Taraflar arasındaki ölünceye kadar bakma akdinin feshi, tapu iptali ve tescil davasından dolayı yap"
1864,12.3,Yargıtay,1,15551,2022,2874,2023-05-09,gebe+illiyet,gebe×1 | travma×5 | illiyet×4 | aile içi,YARGITAY KARARI,"MAHKEMESİ:Ağır Ceza Mahkemesi SUÇ: Olası kastla nitelikli öldürme HÜKÜM: Mahkûmiyet Rize Ağır Ceza Mahkemesinin, 24.06.2022 tarihli ve 2022/326 Esas, 2022/327 Karar sayılı kararı ile, Yargıtay 1. Ceza Dairesinin, 10.05.2022 tarihli ve 2022/1468 Esas, 2022/3428 Karar sayılı bozma kararına karşı veril"
1865,12.3,Yargıtay,2,6012,2023,5403,2024-07-04,hamile+düşük,gebe×1 | travma×3 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ: Kayseri Bölge Adliye Mahkemesi 2. Hukuk Dairesi SAYISI: 2023/1093 E., 2023/1080 K. KARAR: Başvurunun kısmen kabulü ile yeniden esas hakkında hüküm kurma İLK DERECE MAHKEMESİ: Nevşehir Aile Mahkemesi SAYISI: 2020/804 E., 2023/237 K. Taraflar arasındaki karşılıklı boşanma davasından dolayı "
1866,12.2,Yargıtay,11,7955,2022,4390,2024-03-27,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"MAHKEMESİ:Ceza Dairesi SAYISI: 2019/726 E., 2022/968 K. SUÇLAR: Hizmet nedeniyle güveni kötüye kullanma, özel belgede sahtecilik HÜKÜMLER: Mahkûmiyet TEBLİĞNAME GÖRÜŞÜ: Esastan Ret İlk Derece Mahkemesince verilen hükümlere yönelik istinaf incelemesi üzerine Bölge Adliye Mahkemesi tarafından verilen "
1867,12.2,Yargıtay,7,19072,2015,25190,2015-12-14,hamile+düşük,gebe×2 | travma×2 | cenin/düşük,YARGITAY KARARI,"Mahkemesi:İş Mahkemesi Dava Türü: Alacak YARGITAY İLAMI Taraflar arasında görülen dava sonucunda verilen hükmün, Yargıtay'ca incelenmesi davalı vekili tarafından istenilmekle, temyiz isteğinin süresinde olduğu anlaşıldı. Dosya incelendi, gereği görüşüldü: 1-Dosyadaki yazılara, hükmün Dairemizce de b"
